Date,Customer_ID,Customer_name,Industry,Item_ID,Item_name,Quantity,Unit_price,Salesperson
2020/2/4,C147,Customer147,L,I005,Item005,2,130,David
2020/2/5,C005,Customer005,C,I003,Item003,4,165,John
2020/2/5,C1046,Customer1046,C,I004,Item004,1,395,John
2020/2/5,C202,Customer202,P,I001,Item001,6,120,Emily
2020/2/5,C772,Customer772,A,I001,Item001,1,120,James
2020/2/5,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/2/5,C147,Customer147,L,I003,Item003,2,141,David
2020/2/5,C147,Customer147,L,I004,Item004,2,360,David
2020/2/5,C147,Customer147,L,I002,Item002,4,136,David
2020/2/6,C004,Customer004,D,I004,Item004,2,385,James
2020/2/6,C147,Customer147,L,I004,Item004,1,360,David
2020/2/6,C147,Customer147,L,I002,Item002,2,136,David
2020/2/7,C003,Customer003,C,I002,Item002,14,136,John
2020/2/7,C003,Customer003,C,I003,Item003,4,141,John
2020/2/7,C017,Customer017,D,I005,Item005,15,135,James
2020/2/7,C005,Customer005,C,I003,Item003,5,165,John
2020/2/7,C005,Customer005,C,I002,Item002,1,160,John
2020/2/7,C081,Customer081,L,I004,Item004,1,375,David
2020/2/7,C302,Customer302,L,I001,Item001,1,115,David
2020/2/7,C147,Customer147,L,I004,Item004,1,360,David
2020/2/7,C147,Customer147,L,I002,Item002,8,136,David
2020/2/10,C004,Customer004,D,I005,Item005,15,133,James
2020/2/10,C325,Customer325,C,I002,Item002,14,136,John
2020/2/10,C005,Customer005,C,I003,Item003,3,165,John
2020/2/10,C005,Customer005,C,I002,Item002,1,160,John
2020/2/10,C003,Customer003,C,I003,Item003,2,141,John
2020/2/10,C003,Customer003,C,I002,Item002,2,136,John
2020/2/10,C494,Customer494,P,I005,Item005,2,135,Emily
2020/2/10,C147,Customer147,L,I004,Item004,1,360,David
2020/2/11,C004,Customer004,D,I004,Item004,2,385,James
2020/2/11,C004,Customer004,D,I005,Item005,30,133,James
2020/2/11,C147,Customer147,L,I004,Item004,1,360,David
2020/2/11,C147,Customer147,L,I003,Item003,7,141,David
2020/2/11,C147,Customer147,L,I004,Item004,1,360,David
2020/2/11,C017,Customer017,D,I005,Item005,15,135,James
2020/2/12,C017,Customer017,D,I005,Item005,15,135,James
2020/2/12,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/2/12,C004,Customer004,D,I005,Item005,15,133,James
2020/2/12,C147,Customer147,L,I003,Item003,2,141,David
2020/2/12,C147,Customer147,L,I004,Item004,3,360,David
2020/2/12,C147,Customer147,L,I002,Item002,5,136,David
2020/2/13,C004,Customer004,D,I004,Item004,2,385,James
2020/2/13,C004,Customer004,D,I005,Item005,15,133,James
2020/2/13,C011,Customer011,D,I002,Item002,39,136,James
2020/2/13,C011,Customer011,D,I003,Item003,3,141,James
2020/2/13,C015,Customer015,H,I004,Item004,6,385,Mary
2020/2/13,C250,Customer250,D,I001,Item001,2,120,James
2020/2/13,C790,Customer790,H,I001,Item001,4,120,Mary
2020/2/13,C1133,Customer1133,F,I005,Item005,5,140,Mary
2020/2/13,C017,Customer017,D,I002,Item002,10,145,James
2020/2/13,C120,Customer120,P,I005,Item005,15,135,Emily
2020/2/13,C392,Customer392,C,I002,Item002,2,160,John
2020/2/14,C005,Customer005,C,I003,Item003,1,165,John
2020/2/14,C005,Customer005,C,I002,Item002,1,160,John
2020/2/14,C003,Customer003,C,I002,Item002,8,136,John
2020/2/14,C060,Customer060,P,I005,Item005,2,135,Emily
2020/2/14,C264,Customer264,D,I005,Item005,2,140,James
2020/2/14,C066,Customer066,S,I005,Item005,1,140,Jennifer
2020/2/14,C166,Customer166,E,I004,Item004,1,395,John
2020/2/14,C147,Customer147,L,I002,Item002,8,136,David
2020/2/17,C003,Customer003,C,I002,Item002,13,136,John
2020/2/17,C003,Customer003,C,I003,Item003,3,141,John
2020/2/17,C325,Customer325,C,I002,Item002,5,136,John
2020/2/17,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/2/17,C005,Customer005,C,I002,Item002,1,160,John
2020/2/17,C932,Customer932,T,I005,Item005,15,135,Sarah
2020/2/17,C147,Customer147,L,I003,Item003,7,141,David
2020/2/18,C013,Customer013,F,I004,Item004,3,385,Mary
2020/2/18,C430,Customer430,A,I005,Item005,3,140,James
2020/2/18,C250,Customer250,D,I004,Item004,1,395,James
2020/2/19,C005,Customer005,C,I002,Item002,1,160,John
2020/2/19,C147,Customer147,L,I002,Item002,3,136,David
2020/2/19,C147,Customer147,L,I003,Item003,2,141,David
2020/2/20,C004,Customer004,D,I004,Item004,2,385,James
2020/2/20,C079,Customer079,E,I005,Item005,1,140,John
2020/2/20,C662,Customer662,J,I001,Item001,2,120,Jessica
2020/2/20,C147,Customer147,L,I004,Item004,2,360,David
2020/2/21,C003,Customer003,C,I002,Item002,8,136,John
2020/2/21,C003,Customer003,C,I003,Item003,3,141,John
2020/2/21,C005,Customer005,C,I003,Item003,5,165,John
2020/2/21,C005,Customer005,C,I002,Item002,1,160,John
2020/2/21,C196,Customer196,D,I004,Item004,2,395,James
2020/2/21,C081,Customer081,L,I004,Item004,1,375,David
2020/2/21,C147,Customer147,L,I004,Item004,6,360,David
2020/2/21,C004,Customer004,D,I004,Item004,3,385,James
2020/2/21,C004,Customer004,D,I005,Item005,15,133,James
2020/2/21,C342,Customer342,F,I005,Item005,4,140,Mary
2020/2/21,C284,Customer284,F,I004,Item004,7,385,Mary
2020/2/21,C147,Customer147,L,I002,Item002,12,136,David
2020/2/21,C017,Customer017,D,I005,Item005,15,135,James
2020/2/24,C005,Customer005,C,I003,Item003,3,165,John
2020/2/24,C005,Customer005,C,I002,Item002,1,160,John
2020/2/24,C325,Customer325,C,I002,Item002,14,136,John
2020/2/24,C325,Customer325,C,I003,Item003,1,141,John
2020/2/24,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/2/24,C017,Customer017,D,I005,Item005,45,135,James
2020/2/24,C618,Customer618,B,I001,Item001,3,120,Jessica
2020/2/24,C147,Customer147,L,I003,Item003,8,141,David
2020/2/24,C147,Customer147,L,I004,Item004,1,360,David
2020/2/25,C003,Customer003,C,I002,Item002,13,136,John
2020/2/25,C003,Customer003,C,I003,Item003,4,141,John
2020/2/25,C285,Customer285,E,I005,Item005,15,135,John
2020/2/25,C147,Customer147,L,I002,Item002,1,136,David
2020/2/26,C005,Customer005,C,I003,Item003,4,165,John
2020/2/26,C017,Customer017,D,I002,Item002,10,145,James
2020/2/26,C147,Customer147,L,I004,Item004,3,360,David
2020/2/26,C147,Customer147,L,I003,Item003,2,141,David
2020/2/27,C003,Customer003,C,I003,Item003,3,141,John
2020/2/27,C003,Customer003,C,I002,Item002,3,136,John
2020/2/27,C932,Customer932,T,I005,Item005,15,135,Sarah
2020/2/27,C494,Customer494,P,I005,Item005,2,135,Emily
2020/2/27,C147,Customer147,L,I004,Item004,1,360,David
2020/2/28,C005,Customer005,C,I002,Item002,2,160,John
2020/2/28,C015,Customer015,H,I001,Item001,3,115,Mary
2020/2/28,C307,Customer307,D,I005,Item005,1,135,James
2020/2/28,C263,Customer263,E,I005,Item005,2,135,John
2020/2/28,C017,Customer017,D,I005,Item005,15,135,James
2020/2/28,C147,Customer147,L,I002,Item002,10,136,David
2020/2/28,C392,Customer392,C,I002,Item002,2,160,John
2020/3/2,C004,Customer004,D,I005,Item005,15,133,James
2020/3/2,C325,Customer325,C,I002,Item002,15,136,John
2020/3/2,C005,Customer005,C,I003,Item003,3,165,John
2020/3/2,C005,Customer005,C,I002,Item002,1,160,John
2020/3/2,C147,Customer147,L,I003,Item003,2,141,David
2020/3/2,C147,Customer147,L,I003,Item003,8,141,David
2020/3/3,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/3/3,C264,Customer264,D,I005,Item005,3,140,James
2020/3/3,C147,Customer147,L,I003,Item003,11,141,David
2020/3/3,C147,Customer147,L,I002,Item002,1,136,David
2020/3/3,C147,Customer147,L,I004,Item004,1,360,David
2020/3/4,C011,Customer011,D,I002,Item002,39,136,James
2020/3/4,C011,Customer011,D,I003,Item003,6,141,James
2020/3/4,C003,Customer003,C,I003,Item003,2,141,John
2020/3/4,C004,Customer004,D,I005,Item005,30,133,James
2020/3/4,C005,Customer005,C,I002,Item002,2,160,John
2020/3/4,C308,Customer308,D,I005,Item005,1,135,James
2020/3/4,C147,Customer147,L,I002,Item002,2,136,David
2020/3/4,C147,Customer147,L,I003,Item003,2,141,David
2020/3/4,C147,Customer147,L,I004,Item004,1,360,David
2020/3/5,C004,Customer004,D,I004,Item004,2,385,James
2020/3/5,C004,Customer004,D,I005,Item005,15,133,James
2020/3/5,C013,Customer013,F,I004,Item004,6,385,Mary
2020/3/5,C494,Customer494,P,I005,Item005,1,135,Emily
2020/3/5,C147,Customer147,L,I004,Item004,2,360,David
2020/3/5,C147,Customer147,L,I002,Item002,2,136,David
2020/3/5,C978,Customer978,K,I005,Item005,1,140,Jennifer
2020/3/6,C003,Customer003,C,I002,Item002,3,136,John
2020/3/6,C003,Customer003,C,I003,Item003,1,141,John
2020/3/6,C005,Customer005,C,I003,Item003,1,165,John
2020/3/6,C005,Customer005,C,I002,Item002,1,160,John
2020/3/6,C264,Customer264,D,I005,Item005,2,140,James
2020/3/6,C196,Customer196,D,I004,Item004,2,395,James
2020/3/6,C1185,Customer1185,O,I005,Item005,2,140,David
2020/3/6,C202,Customer202,P,I001,Item001,5,120,Emily
2020/3/6,C147,Customer147,L,I004,Item004,1,360,David
2020/3/6,C147,Customer147,L,I002,Item002,10,136,David
2020/3/6,C147,Customer147,L,I002,Item002,2,136,David
2020/3/7,C004,Customer004,D,I004,Item004,3,385,James
2020/3/9,C011,Customer011,D,I002,Item002,39,136,James
2020/3/9,C011,Customer011,D,I003,Item003,2,141,James
2020/3/9,C325,Customer325,C,I002,Item002,15,136,John
2020/3/9,C016,Customer016,D,I001,Item001,2,115,James
2020/3/9,C005,Customer005,C,I003,Item003,3,165,John
2020/3/9,C005,Customer005,C,I002,Item002,1,160,John
2020/3/9,C1133,Customer1133,F,I005,Item005,5,140,Mary
2020/3/9,C147,Customer147,L,I004,Item004,1,360,David
2020/3/9,C147,Customer147,L,I003,Item003,8,141,David
2020/3/10,C003,Customer003,C,I002,Item002,12,136,John
2020/3/10,C003,Customer003,C,I003,Item003,5,141,John
2020/3/10,C424,Customer424,D,I005,Item005,15,135,James
2020/3/10,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/3/10,C147,Customer147,L,I002,Item002,1,136,David
2020/3/11,C003,Customer003,C,I002,Item002,3,136,John
2020/3/11,C003,Customer003,C,I003,Item003,1,141,John
2020/3/11,C005,Customer005,C,I003,Item003,4,165,John
2020/3/11,C005,Customer005,C,I002,Item002,1,160,John
2020/3/11,C017,Customer017,D,I005,Item005,30,135,James
2020/3/11,C495,Customer495,U,I005,Item005,1,140,Jessica
2020/3/11,C618,Customer618,B,I001,Item001,3,120,Jessica
2020/3/11,C250,Customer250,D,I001,Item001,1,120,James
2020/3/11,C1185,Customer1185,O,I005,Item005,5,140,David
2020/3/11,C147,Customer147,L,I004,Item004,3,360,David
2020/3/11,C147,Customer147,L,I003,Item003,2,141,David
2020/3/11,C017,Customer017,D,I002,Item002,10,145,James
2020/3/12,C015,Customer015,H,I004,Item004,4,385,Mary
2020/3/12,C053,Customer053,N,I005,Item005,15,130,Michael
2020/3/12,C147,Customer147,L,I004,Item004,3,360,David
2020/3/13,C005,Customer005,C,I003,Item003,3,165,John
2020/3/13,C005,Customer005,C,I002,Item002,1,160,John
2020/3/13,C308,Customer308,D,I005,Item005,2,135,James
2020/3/13,C004,Customer004,D,I004,Item004,3,385,James
2020/3/13,C004,Customer004,D,I005,Item005,15,133,James
2020/3/13,C202,Customer202,P,I001,Item001,3,120,Emily
2020/3/13,C424,Customer424,D,I005,Item005,15,135,James
2020/3/13,C264,Customer264,D,I005,Item005,3,140,James
2020/3/13,C430,Customer430,A,I005,Item005,3,140,James
2020/3/13,C494,Customer494,P,I005,Item005,2,135,Emily
2020/3/13,C120,Customer120,P,I005,Item005,15,135,Emily
2020/3/13,C147,Customer147,L,I002,Item002,8,136,David
2020/3/13,C147,Customer147,L,I003,Item003,1,141,David
2020/3/13,C392,Customer392,C,I002,Item002,2,160,John
2020/3/16,C011,Customer011,D,I002,Item002,39,136,James
2020/3/16,C011,Customer011,D,I003,Item003,5,141,James
2020/3/16,C325,Customer325,C,I002,Item002,6,136,John
2020/3/16,C005,Customer005,C,I003,Item003,3,165,John
2020/3/16,C005,Customer005,C,I002,Item002,1,160,John
2020/3/16,C147,Customer147,L,I003,Item003,7,141,David
2020/3/17,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/3/17,C190,Customer190,E,I005,Item005,1,140,John
2020/3/17,C147,Customer147,L,I004,Item004,2,360,David
2020/3/18,C004,Customer004,D,I005,Item005,15,133,James
2020/3/18,C015,Customer015,H,I001,Item001,3,115,Mary
2020/3/18,C005,Customer005,C,I002,Item002,1,160,John
2020/3/18,C263,Customer263,E,I005,Item005,2,135,John
2020/3/18,C147,Customer147,L,I003,Item003,2,141,David
2020/3/18,C147,Customer147,L,I002,Item002,4,136,David
2020/3/18,C017,Customer017,D,I005,Item005,15,135,James
2020/3/19,C1227,Customer1227,D,I001,Item001,2,120,James
2020/3/19,C250,Customer250,D,I004,Item004,2,395,James
2020/3/19,C932,Customer932,T,I005,Item005,15,135,Sarah
2020/3/19,C017,Customer017,D,I002,Item002,12,145,James
2020/3/19,C147,Customer147,L,I004,Item004,2,360,David
2020/3/19,C147,Customer147,L,I002,Item002,2,136,David
2020/3/20,C003,Customer003,C,I002,Item002,12,136,John
2020/3/20,C003,Customer003,C,I003,Item003,5,141,John
2020/3/20,C004,Customer004,D,I005,Item005,15,133,James
2020/3/20,C005,Customer005,C,I003,Item003,4,165,John
2020/3/20,C005,Customer005,C,I002,Item002,1,160,John
2020/3/20,C081,Customer081,L,I004,Item004,1,375,David
2020/3/20,C004,Customer004,D,I004,Item004,3,385,James
2020/3/20,C107,Customer107,F,I004,Item004,2,395,Mary
2020/3/20,C494,Customer494,P,I005,Item005,2,135,Emily
2020/3/20,C147,Customer147,L,I002,Item002,10,136,David
2020/3/20,C147,Customer147,L,I002,Item002,2,136,David
2020/3/23,C004,Customer004,D,I005,Item005,15,133,James
2020/3/23,C325,Customer325,C,I002,Item002,13,136,John
2020/3/23,C325,Customer325,C,I003,Item003,1,141,John
2020/3/23,C608,Customer608,D,I002,Item002,18,136,James
2020/3/23,C005,Customer005,C,I003,Item003,3,165,John
2020/3/23,C005,Customer005,C,I002,Item002,1,160,John
2020/3/23,C017,Customer017,D,I005,Item005,30,135,James
2020/3/23,C066,Customer066,S,I005,Item005,1,140,Jennifer
2020/3/23,C1126,Customer1126,A,I002,Item002,3,160,James
2020/3/23,C147,Customer147,L,I004,Item004,1,360,David
2020/3/23,C147,Customer147,L,I003,Item003,7,141,David
2020/3/23,C147,Customer147,L,I004,Item004,1,360,David
2020/3/24,C003,Customer003,C,I003,Item003,2,141,John
2020/3/24,C003,Customer003,C,I002,Item002,2,136,John
2020/3/24,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/3/24,C753,Customer753,A,I001,Item001,1,120,James
2020/3/24,C147,Customer147,L,I002,Item002,5,136,David
2020/3/24,C147,Customer147,L,I005,Item005,2,130,David
2020/3/25,C003,Customer003,C,I003,Item003,3,141,John
2020/3/25,C004,Customer004,D,I005,Item005,30,133,James
2020/3/25,C005,Customer005,C,I002,Item002,1,160,John
2020/3/25,C147,Customer147,L,I004,Item004,4,360,David
2020/3/25,C108,Customer108,F,I004,Item004,1,395,Mary
2020/3/25,C147,Customer147,L,I002,Item002,5,136,David
2020/3/25,C147,Customer147,L,I003,Item003,7,141,David
2020/3/26,C004,Customer004,D,I005,Item005,15,133,James
2020/3/26,C424,Customer424,D,I005,Item005,1,140,James
2020/3/26,C147,Customer147,L,I004,Item004,1,360,David
2020/3/26,C147,Customer147,L,I002,Item002,2,136,David
2020/3/27,C005,Customer005,C,I002,Item002,1,160,John
2020/3/27,C017,Customer017,D,I005,Item005,15,135,James
2020/3/27,C307,Customer307,D,I005,Item005,1,135,James
2020/3/27,C202,Customer202,P,I001,Item001,4,120,Emily
2020/3/27,C148,Customer148,F,I005,Item005,1,140,Mary
2020/3/27,C147,Customer147,L,I004,Item004,4,360,David
2020/3/27,C147,Customer147,L,I002,Item002,15,136,David
2020/3/27,C392,Customer392,C,I002,Item002,2,160,John
2020/3/30,C003,Customer003,C,I003,Item003,2,141,John
2020/3/30,C003,Customer003,C,I002,Item002,2,136,John
2020/3/30,C424,Customer424,D,I005,Item005,15,135,James
2020/3/30,C325,Customer325,C,I002,Item002,15,136,John
2020/3/30,C817,Customer817,G,I001,Item001,2,120,James
2020/3/30,C005,Customer005,C,I003,Item003,3,165,John
2020/3/30,C005,Customer005,C,I002,Item002,1,160,John
2020/3/30,C017,Customer017,D,I002,Item002,10,145,James
2020/3/30,C1133,Customer1133,F,I005,Item005,5,140,Mary
2020/3/30,C147,Customer147,L,I003,Item003,2,141,David
2020/3/30,C147,Customer147,L,I005,Item005,4,130,David
2020/3/30,C093,Customer093,I,I005,Item005,15,135,Jessica
2020/3/30,C147,Customer147,L,I004,Item004,1,360,David
2020/3/30,C147,Customer147,L,I003,Item003,7,141,David
2020/3/31,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/3/31,C342,Customer342,F,I005,Item005,4,140,Mary
2020/3/31,C147,Customer147,L,I002,Item002,1,136,David
2020/4/1,C013,Customer013,F,I004,Item004,4,385,Mary
2020/4/1,C005,Customer005,C,I003,Item003,4,165,John
2020/4/1,C005,Customer005,C,I002,Item002,1,160,John
2020/4/1,C662,Customer662,J,I001,Item001,3,120,Jessica
2020/4/1,C263,Customer263,E,I005,Item005,3,135,John
2020/4/1,C147,Customer147,L,I003,Item003,2,141,David
2020/4/2,C004,Customer004,D,I004,Item004,2,385,James
2020/4/2,C131,Customer131,F,I004,Item004,1,395,Mary
2020/4/2,C147,Customer147,L,I004,Item004,2,360,David
2020/4/2,C147,Customer147,L,I002,Item002,2,136,David
2020/4/3,C003,Customer003,C,I002,Item002,13,136,John
2020/4/3,C003,Customer003,C,I003,Item003,3,141,John
2020/4/3,C005,Customer005,C,I003,Item003,4,165,John
2020/4/3,C005,Customer005,C,I002,Item002,1,160,John
2020/4/3,C307,Customer307,D,I005,Item005,1,135,James
2020/4/3,C004,Customer004,D,I005,Item005,15,133,James
2020/4/3,C1017,Customer1017,O,I005,Item005,45,135,David
2020/4/3,C932,Customer932,T,I005,Item005,15,135,Sarah
2020/4/3,C264,Customer264,D,I005,Item005,2,140,James
2020/4/3,C147,Customer147,L,I002,Item002,11,136,David
2020/4/6,C003,Customer003,C,I002,Item002,2,136,John
2020/4/6,C003,Customer003,C,I003,Item003,1,141,John
2020/4/6,C011,Customer011,D,I002,Item002,37,136,James
2020/4/6,C011,Customer011,D,I003,Item003,5,141,James
2020/4/6,C608,Customer608,D,I002,Item002,6,136,James
2020/4/6,C325,Customer325,C,I002,Item002,14,136,John
2020/4/6,C424,Customer424,D,I005,Item005,15,135,James
2020/4/6,C005,Customer005,C,I003,Item003,3,165,John
2020/4/6,C005,Customer005,C,I002,Item002,1,160,John
2020/4/6,C618,Customer618,B,I001,Item001,4,120,Jessica
2020/4/6,C392,Customer392,C,I002,Item002,2,160,John
2020/4/7,C016,Customer016,D,I001,Item001,2,115,James
2020/4/7,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/4/7,C120,Customer120,P,I005,Item005,15,135,Emily
2020/4/7,C107,Customer107,F,I004,Item004,3,395,Mary
2020/4/7,C148,Customer148,F,I005,Item005,1,140,Mary
2020/4/7,C147,Customer147,L,I003,Item003,8,141,David
2020/4/7,C147,Customer147,L,I002,Item002,1,136,David
2020/4/7,C147,Customer147,L,I004,Item004,1,360,David
2020/4/8,C017,Customer017,D,I005,Item005,15,135,James
2020/4/8,C147,Customer147,L,I002,Item002,4,136,David
2020/4/8,C147,Customer147,L,I003,Item003,2,141,David
2020/4/8,C147,Customer147,L,I004,Item004,4,360,David
2020/4/9,C004,Customer004,D,I004,Item004,2,385,James
2020/4/9,C191,Customer191,C,I001,Item001,1,115,John
2020/4/9,C1185,Customer1185,O,I005,Item005,3,140,David
2020/4/9,C147,Customer147,L,I004,Item004,2,360,David
2020/4/10,C005,Customer005,C,I003,Item003,4,165,John
2020/4/10,C005,Customer005,C,I002,Item002,1,160,John
2020/4/10,C196,Customer196,D,I004,Item004,2,395,James
2020/4/10,C079,Customer079,E,I005,Item005,1,140,John
2020/4/10,C202,Customer202,P,I001,Item001,5,120,Emily
2020/4/10,C147,Customer147,L,I002,Item002,13,136,David
2020/4/10,C147,Customer147,L,I003,Item003,1,141,David
2020/4/10,C147,Customer147,L,I002,Item002,2,136,David
2020/4/10,C017,Customer017,D,I005,Item005,15,135,James
2020/4/10,C178,Customer178,C,I005,Item005,1,140,John
2020/4/13,C003,Customer003,C,I002,Item002,13,136,John
2020/4/13,C003,Customer003,C,I003,Item003,5,141,John
2020/4/13,C015,Customer015,H,I002,Item002,5,150,Mary
2020/4/13,C250,Customer250,D,I001,Item001,1,120,James
2020/4/13,C325,Customer325,C,I002,Item002,12,136,John
2020/4/13,C005,Customer005,C,I003,Item003,3,165,John
2020/4/13,C005,Customer005,C,I002,Item002,1,160,John
2020/4/13,C216,Customer216,A,I001,Item001,1,150,James
2020/4/13,C494,Customer494,P,I005,Item005,3,135,Emily
2020/4/13,C790,Customer790,H,I001,Item001,3,120,Mary
2020/4/13,C147,Customer147,L,I003,Item003,7,141,David
2020/4/13,C147,Customer147,L,I002,Item002,3,136,David
2020/4/13,C147,Customer147,L,I004,Item004,1,360,David
2020/4/13,C147,Customer147,L,I004,Item004,1,360,David
2020/4/14,C004,Customer004,D,I004,Item004,2,385,James
2020/4/14,C228,Customer228,D,I002,Item002,35,136,James
2020/4/14,C066,Customer066,S,I005,Item005,1,140,Jennifer
2020/4/15,C004,Customer004,D,I005,Item005,15,133,James
2020/4/15,C338,Customer338,W,I004,Item004,1,385,Mary
2020/4/15,C147,Customer147,L,I003,Item003,2,141,David
2020/4/15,C392,Customer392,C,I002,Item002,2,160,John
2020/4/16,C004,Customer004,D,I005,Item005,15,133,James
2020/4/16,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/4/16,C1017,Customer1017,O,I002,Item002,1,160,David
2020/4/16,C284,Customer284,F,I004,Item004,5,385,Mary
2020/4/16,C147,Customer147,L,I004,Item004,2,360,David
2020/4/17,C003,Customer003,C,I002,Item002,10,136,John
2020/4/17,C003,Customer003,C,I003,Item003,3,141,John
2020/4/17,C011,Customer011,D,I002,Item002,32,136,James
2020/4/17,C011,Customer011,D,I003,Item003,1,141,James
2020/4/17,C005,Customer005,C,I003,Item003,5,165,John
2020/4/17,C005,Customer005,C,I002,Item002,1,160,John
2020/4/17,C308,Customer308,D,I005,Item005,1,135,James
2020/4/17,C081,Customer081,L,I004,Item004,1,375,David
2020/4/17,C263,Customer263,E,I005,Item005,2,135,John
2020/4/17,C147,Customer147,L,I002,Item002,11,136,David
2020/4/20,C325,Customer325,C,I002,Item002,6,136,John
2020/4/20,C017,Customer017,D,I005,Item005,30,135,James
2020/4/20,C005,Customer005,C,I003,Item003,4,165,John
2020/4/20,C005,Customer005,C,I002,Item002,1,160,John
2020/4/20,C1133,Customer1133,F,I005,Item005,5,140,Mary
2020/4/20,C147,Customer147,L,I003,Item003,1,141,David
2020/4/20,C147,Customer147,L,I004,Item004,1,360,David
2020/4/21,C003,Customer003,C,I002,Item002,13,136,John
2020/4/21,C003,Customer003,C,I003,Item003,5,141,John
2020/4/21,C003,Customer003,C,I003,Item003,3,141,John
2020/4/21,C003,Customer003,C,I002,Item002,3,136,John
2020/4/21,C004,Customer004,D,I004,Item004,2,385,James
2020/4/21,C495,Customer495,U,I002,Item002,1,160,Jessica
2020/4/21,C608,Customer608,D,I002,Item002,12,136,James
2020/4/21,C147,Customer147,L,I004,Item004,3,360,David
2020/4/21,C147,Customer147,L,I002,Item002,5,136,David
2020/4/22,C005,Customer005,C,I003,Item003,3,165,John
2020/4/22,C005,Customer005,C,I002,Item002,1,160,John
2020/4/22,C017,Customer017,D,I002,Item002,9,145,James
2020/4/22,C017,Customer017,D,I005,Item005,30,135,James
2020/4/22,C472,Customer472,I,I001,Item001,3,115,Jessica
2020/4/22,C147,Customer147,L,I003,Item003,2,141,David
2020/4/22,C147,Customer147,L,I004,Item004,3,360,David
2020/4/22,C147,Customer147,L,I002,Item002,4,136,David
2020/4/23,C284,Customer284,F,I004,Item004,1,385,Mary
2020/4/23,C147,Customer147,L,I004,Item004,1,360,David
2020/4/23,C147,Customer147,L,I002,Item002,2,136,David
2020/4/24,C003,Customer003,C,I002,Item002,13,136,John
2020/4/24,C003,Customer003,C,I003,Item003,3,141,John
2020/4/24,C003,Customer003,C,I002,Item002,3,136,John
2020/4/24,C003,Customer003,C,I003,Item003,1,141,John
2020/4/24,C015,Customer015,H,I004,Item004,3,385,Mary
2020/4/24,C013,Customer013,F,I004,Item004,5,385,Mary
2020/4/24,C005,Customer005,C,I003,Item003,6,165,John
2020/4/24,C005,Customer005,C,I002,Item002,1,160,John
2020/4/24,C017,Customer017,D,I005,Item005,15,135,James
2020/4/24,C004,Customer004,D,I005,Item005,15,133,James
2020/4/24,C147,Customer147,L,I002,Item002,7,136,David
2020/4/24,C392,Customer392,C,I002,Item002,2,160,John
2020/4/24,C325,Customer325,C,I002,Item002,8,136,John
2020/4/27,C325,Customer325,C,I002,Item002,14,136,John
2020/4/27,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/4/27,C005,Customer005,C,I003,Item003,4,165,John
2020/4/27,C005,Customer005,C,I002,Item002,1,160,John
2020/4/27,C120,Customer120,P,I005,Item005,15,135,Emily
2020/4/27,C147,Customer147,L,I002,Item002,2,136,David
2020/4/27,C147,Customer147,L,I004,Item004,1,360,David
2020/4/27,C147,Customer147,L,I003,Item003,7,141,David
2020/4/27,C147,Customer147,L,I005,Item005,3,130,David
2020/4/28,C003,Customer003,C,I003,Item003,2,141,John
2020/4/28,C078,Customer078,U,I003,Item003,1,165,Jessica
2020/4/28,C154,Customer154,L,I001,Item001,1,115,David
2020/4/28,C147,Customer147,L,I002,Item002,1,136,David
2020/4/29,C288,Customer288,C,I005,Item005,5,140,John
2020/4/29,C147,Customer147,L,I003,Item003,4,141,David
2020/4/29,C147,Customer147,L,I004,Item004,1,360,David
2020/4/29,C147,Customer147,L,I002,Item002,2,136,David
2020/4/30,C005,Customer005,C,I003,Item003,6,165,John
2020/4/30,C005,Customer005,C,I002,Item002,1,160,John
2020/4/30,C003,Customer003,C,I002,Item002,3,136,John
2020/4/30,C003,Customer003,C,I003,Item003,1,141,John
2020/4/30,C017,Customer017,D,I005,Item005,15,135,James
2020/4/30,C1133,Customer1133,F,I005,Item005,3,140,Mary
2020/4/30,C147,Customer147,L,I004,Item004,1,360,David
2020/4/30,C147,Customer147,L,I002,Item002,7,136,David
2020/4/30,C147,Customer147,L,I003,Item003,1,141,David
2020/4/30,C1034,Customer1034,S,I001,Item001,1,120,Jennifer
2020/5/4,C307,Customer307,D,I005,Item005,1,135,James
2020/5/4,C325,Customer325,C,I002,Item002,14,136,John
2020/5/4,C005,Customer005,C,I002,Item002,1,160,John
2020/5/4,C1117,Customer1117,F,I005,Item005,15,130,Mary
2020/5/4,C618,Customer618,B,I001,Item001,4,120,Jessica
2020/5/4,C147,Customer147,L,I003,Item003,7,141,David
2020/5/4,C147,Customer147,L,I002,Item002,4,136,David
2020/5/4,C147,Customer147,L,I002,Item002,1,136,David
2020/5/5,C003,Customer003,C,I002,Item002,11,136,John
